Id,Labels
SA_Ta_1876,Positive
SA_Ta_1877,Mixed_feelings
SA_Ta_1878,Positive
SA_Ta_1879,Positive
SA_Ta_1880,Negative
SA_Ta_1881,unknown_state
SA_Ta_1882,unknown_state
SA_Ta_1883,Negative
SA_Ta_1884,Positive
SA_Ta_1885,Positive
SA_Ta_1886,Mixed_feelings
SA_Ta_1887,Positive
SA_Ta_1888,Mixed_feelings
SA_Ta_1889,Positive
SA_Ta_1890,unknown_state
SA_Ta_1891,Positive
SA_Ta_1892,Mixed_feelings
SA_Ta_1893,Positive
SA_Ta_1894,Mixed_feelings
SA_Ta_1895,Mixed_feelings
SA_Ta_1896,Mixed_feelings
SA_Ta_1897,Negative
SA_Ta_1898,Positive
SA_Ta_1899,unknown_state
SA_Ta_1900,unknown_state
SA_Ta_1901,Positive
SA_Ta_1902,Negative
SA_Ta_1903,unknown_state
SA_Ta_1904,Positive
SA_Ta_1905,unknown_state
SA_Ta_1906,Positive
SA_Ta_1907,unknown_state
SA_Ta_1908,unknown_state
SA_Ta_1909,unknown_state
SA_Ta_1910,Negative
SA_Ta_1911,unknown_state
SA_Ta_1912,unknown_state
SA_Ta_1913,Mixed_feelings
SA_Ta_1914,unknown_state
SA_Ta_1915,Negative
SA_Ta_1916,Positive
SA_Ta_1917,Positive
SA_Ta_1918,unknown_state
SA_Ta_1919,unknown_state
SA_Ta_1920,Mixed_feelings
SA_Ta_1921,unknown_state
SA_Ta_1922,Negative
SA_Ta_1923,Mixed_feelings
SA_Ta_1924,Mixed_feelings
SA_Ta_1925,Mixed_feelings
SA_Ta_1926,unknown_state
SA_Ta_1927,Positive
SA_Ta_1928,Negative
SA_Ta_1929,Positive
SA_Ta_1930,unknown_state
SA_Ta_1931,Positive
SA_Ta_1932,Mixed_feelings
SA_Ta_1933,Mixed_feelings
SA_Ta_1934,unknown_state
SA_Ta_1935,Positive
SA_Ta_1936,Negative
SA_Ta_1937,Positive
SA_Ta_1938,Mixed_feelings
SA_Ta_1939,Positive
SA_Ta_1940,Positive
SA_Ta_1941,Mixed_feelings
SA_Ta_1942,unknown_state
SA_Ta_1943,Mixed_feelings
SA_Ta_1944,Positive
SA_Ta_1945,Positive
SA_Ta_1946,Positive
SA_Ta_1947,Positive
SA_Ta_1948,Mixed_feelings
SA_Ta_1949,unknown_state
SA_Ta_1950,unknown_state
SA_Ta_1951,Positive
SA_Ta_1952,Positive
SA_Ta_1953,Positive
SA_Ta_1954,Positive
SA_Ta_1955,unknown_state
SA_Ta_1956,Mixed_feelings
SA_Ta_1957,unknown_state
SA_Ta_1958,unknown_state
SA_Ta_1959,unknown_state
SA_Ta_1960,Mixed_feelings
SA_Ta_1961,unknown_state
SA_Ta_1962,Positive
SA_Ta_1963,Negative
SA_Ta_1964,Positive
SA_Ta_1965,Mixed_feelings
SA_Ta_1966,Positive
SA_Ta_1967,Positive
SA_Ta_1968,unknown_state
SA_Ta_1969,unknown_state
SA_Ta_1970,Positive
SA_Ta_1971,unknown_state
SA_Ta_1972,unknown_state
SA_Ta_1973,Mixed_feelings
SA_Ta_1974,Positive
SA_Ta_1975,Mixed_feelings
SA_Ta_1976,unknown_state
SA_Ta_1977,unknown_state
SA_Ta_1978,Positive
SA_Ta_1979,Positive
SA_Ta_1980,unknown_state
SA_Ta_1981,unknown_state
SA_Ta_1982,Negative
SA_Ta_1983,Negative
SA_Ta_1984,unknown_state
SA_Ta_1985,Negative
SA_Ta_1986,Positive
SA_Ta_1987,unknown_state
SA_Ta_1988,Positive
SA_Ta_1989,Mixed_feelings
SA_Ta_1990,Mixed_feelings
SA_Ta_1991,unknown_state
SA_Ta_1992,unknown_state
SA_Ta_1993,Mixed_feelings
SA_Ta_1994,Positive
SA_Ta_1995,Positive
SA_Ta_1996,Positive
SA_Ta_1997,unknown_state
SA_Ta_1998,Mixed_feelings
SA_Ta_1999,Positive
SA_Ta_2000,unknown_state
SA_Ta_2001,unknown_state
SA_Ta_2002,Positive
SA_Ta_2003,Positive
SA_Ta_2004,Negative
SA_Ta_2005,unknown_state
SA_Ta_2006,Mixed_feelings
SA_Ta_2007,Mixed_feelings
SA_Ta_2008,unknown_state
SA_Ta_2009,Negative
SA_Ta_2010,Positive
SA_Ta_2011,unknown_state
SA_Ta_2012,Negative
SA_Ta_2013,Mixed_feelings
SA_Ta_2014,Positive
SA_Ta_2015,Positive
SA_Ta_2016,unknown_state
SA_Ta_2017,Positive
SA_Ta_2018,Positive
SA_Ta_2019,Positive
SA_Ta_2020,Positive
SA_Ta_2021,unknown_state
SA_Ta_2022,Positive
SA_Ta_2023,unknown_state
SA_Ta_2024,unknown_state
SA_Ta_2025,Negative
SA_Ta_2026,Positive
SA_Ta_2027,Positive
SA_Ta_2028,Positive
SA_Ta_2029,Positive
SA_Ta_2030,unknown_state
SA_Ta_2031,Positive
SA_Ta_2032,Positive
SA_Ta_2033,unknown_state
SA_Ta_2034,Positive
SA_Ta_2035,Positive
SA_Ta_2036,unknown_state
SA_Ta_2037,Mixed_feelings
SA_Ta_2038,Positive
SA_Ta_2039,unknown_state
SA_Ta_2040,unknown_state
SA_Ta_2041,Negative
SA_Ta_2042,Positive
SA_Ta_2043,Positive
SA_Ta_2044,Negative
SA_Ta_2045,Positive
SA_Ta_2046,Positive
SA_Ta_2047,unknown_state
SA_Ta_2048,Negative
SA_Ta_2049,Mixed_feelings
SA_Ta_2050,Positive
SA_Ta_2051,Mixed_feelings
SA_Ta_2052,Mixed_feelings
SA_Ta_2053,Positive
SA_Ta_2054,unknown_state
SA_Ta_2055,Mixed_feelings
SA_Ta_2056,Positive
SA_Ta_2057,Positive
SA_Ta_2058,Mixed_feelings
SA_Ta_2059,Mixed_feelings
SA_Ta_2060,Positive
SA_Ta_2061,Positive
SA_Ta_2062,Negative
SA_Ta_2063,Negative
SA_Ta_2064,unknown_state
SA_Ta_2065,Mixed_feelings
SA_Ta_2066,unknown_state
SA_Ta_2067,Positive
SA_Ta_2068,unknown_state
SA_Ta_2069,Positive
SA_Ta_2070,unknown_state
SA_Ta_2071,Positive
SA_Ta_2072,unknown_state
SA_Ta_2073,Negative
SA_Ta_2074,Mixed_feelings
SA_Ta_2075,Negative
SA_Ta_2076,Positive
SA_Ta_2077,Positive
SA_Ta_2078,unknown_state
SA_Ta_2079,unknown_state
SA_Ta_2080,Mixed_feelings
SA_Ta_2081,Negative
SA_Ta_2082,Positive
SA_Ta_2083,unknown_state
SA_Ta_2084,unknown_state
SA_Ta_2085,Positive
SA_Ta_2086,Positive
SA_Ta_2087,Positive
SA_Ta_2088,Positive
SA_Ta_2089,Negative
SA_Ta_2090,Negative
SA_Ta_2091,Positive
SA_Ta_2092,Mixed_feelings
SA_Ta_2093,Positive
SA_Ta_2094,Mixed_feelings
SA_Ta_2095,Negative
SA_Ta_2096,Negative
SA_Ta_2097,Positive
SA_Ta_2098,Positive
SA_Ta_2099,Negative
SA_Ta_2100,Mixed_feelings
SA_Ta_2101,Positive
SA_Ta_2102,Negative
SA_Ta_2103,Negative
SA_Ta_2104,unknown_state
SA_Ta_2105,unknown_state
SA_Ta_2106,Positive
SA_Ta_2107,unknown_state
SA_Ta_2108,Positive
SA_Ta_2109,Negative
SA_Ta_2110,Negative
SA_Ta_2111,Positive
SA_Ta_2112,unknown_state
SA_Ta_2113,Negative
SA_Ta_2114,Negative
SA_Ta_2115,Positive
SA_Ta_2116,unknown_state
SA_Ta_2117,Positive
SA_Ta_2118,Negative
SA_Ta_2119,Negative
SA_Ta_2120,Positive
SA_Ta_2121,Negative
SA_Ta_2122,unknown_state
SA_Ta_2123,unknown_state
SA_Ta_2124,Positive
SA_Ta_2125,Positive
SA_Ta_2126,Mixed_feelings
SA_Ta_2127,unknown_state
SA_Ta_2128,unknown_state
SA_Ta_2129,Mixed_feelings
SA_Ta_2130,Mixed_feelings
SA_Ta_2131,Positive
SA_Ta_2132,Mixed_feelings
SA_Ta_2133,Positive
SA_Ta_2134,Positive
SA_Ta_2135,Negative
SA_Ta_2136,Mixed_feelings
SA_Ta_2137,Mixed_feelings
SA_Ta_2138,unknown_state
SA_Ta_2139,Positive
SA_Ta_2140,unknown_state
SA_Ta_2141,Negative
SA_Ta_2142,Positive
SA_Ta_2143,Positive
SA_Ta_2144,Positive
SA_Ta_2145,Positive
SA_Ta_2146,Positive
SA_Ta_2147,Positive
SA_Ta_2148,Negative
SA_Ta_2149,unknown_state
SA_Ta_2150,Positive
SA_Ta_2151,Mixed_feelings
SA_Ta_2152,unknown_state
SA_Ta_2153,Mixed_feelings
SA_Ta_2154,Mixed_feelings
SA_Ta_2155,Positive
SA_Ta_2156,Positive
SA_Ta_2157,Negative
SA_Ta_2158,Positive
SA_Ta_2159,Mixed_feelings
SA_Ta_2160,Negative
SA_Ta_2161,Mixed_feelings
SA_Ta_2162,Mixed_feelings
SA_Ta_2163,Mixed_feelings
SA_Ta_2164,Mixed_feelings
SA_Ta_2165,Positive
SA_Ta_2166,unknown_state
SA_Ta_2167,unknown_state
SA_Ta_2168,Positive
SA_Ta_2169,Negative
SA_Ta_2170,Positive
SA_Ta_2171,Positive
SA_Ta_2172,Negative
SA_Ta_2173,Positive
SA_Ta_2174,Positive
SA_Ta_2175,unknown_state
SA_Ta_2176,Negative
SA_Ta_2177,Positive
SA_Ta_2178,Negative
SA_Ta_2179,Positive
SA_Ta_2180,Positive
SA_Ta_2181,unknown_state
SA_Ta_2182,Positive
SA_Ta_2183,Positive
SA_Ta_2184,Negative
SA_Ta_2185,unknown_state
SA_Ta_2186,Negative
SA_Ta_2187,Negative
SA_Ta_2188,Mixed_feelings
SA_Ta_2189,Mixed_feelings
SA_Ta_2190,Positive
SA_Ta_2191,Positive
SA_Ta_2192,unknown_state
SA_Ta_2193,unknown_state
SA_Ta_2194,Positive
SA_Ta_2195,unknown_state
SA_Ta_2196,unknown_state
SA_Ta_2197,Positive
SA_Ta_2198,Positive
SA_Ta_2199,Negative
SA_Ta_2200,unknown_state
SA_Ta_2201,Negative
SA_Ta_2202,Mixed_feelings
SA_Ta_2203,Positive
SA_Ta_2204,Positive
SA_Ta_2205,Positive
SA_Ta_2206,Positive
SA_Ta_2207,Negative
SA_Ta_2208,Positive
SA_Ta_2209,Positive
SA_Ta_2210,Positive
SA_Ta_2211,Positive
SA_Ta_2212,Positive
SA_Ta_2213,Negative
SA_Ta_2214,Positive
SA_Ta_2215,Mixed_feelings
SA_Ta_2216,unknown_state
SA_Ta_2217,unknown_state
SA_Ta_2218,Negative
SA_Ta_2219,Negative
SA_Ta_2220,Positive
SA_Ta_2221,unknown_state
SA_Ta_2222,Positive
SA_Ta_2223,Mixed_feelings
SA_Ta_2224,unknown_state
SA_Ta_2225,Positive
SA_Ta_2226,unknown_state
SA_Ta_2227,unknown_state
SA_Ta_2228,Positive
SA_Ta_2229,Positive
SA_Ta_2230,unknown_state
SA_Ta_2231,Negative
SA_Ta_2232,Positive
SA_Ta_2233,Positive
SA_Ta_2234,unknown_state
SA_Ta_2235,Positive
SA_Ta_2236,Positive
SA_Ta_2237,Positive
SA_Ta_2238,Mixed_feelings
SA_Ta_2239,Mixed_feelings
SA_Ta_2240,Negative
SA_Ta_2241,Positive
SA_Ta_2242,unknown_state
SA_Ta_2243,unknown_state
SA_Ta_2244,Mixed_feelings
SA_Ta_2245,unknown_state
SA_Ta_2246,Negative
SA_Ta_2247,Positive
SA_Ta_2248,unknown_state
SA_Ta_2249,Negative
SA_Ta_2250,unknown_state
SA_Ta_2251,Mixed_feelings
SA_Ta_2252,Mixed_feelings
SA_Ta_2253,unknown_state
SA_Ta_2254,Positive
SA_Ta_2255,Positive
SA_Ta_2256,unknown_state
SA_Ta_2257,unknown_state
SA_Ta_2258,Mixed_feelings
SA_Ta_2259,unknown_state
SA_Ta_2260,Positive
SA_Ta_2261,unknown_state
SA_Ta_2262,Negative
SA_Ta_2263,Negative
SA_Ta_2264,Positive
SA_Ta_2265,Mixed_feelings
SA_Ta_2266,unknown_state
SA_Ta_2267,unknown_state
SA_Ta_2268,Positive
SA_Ta_2269,Negative
SA_Ta_2270,Mixed_feelings
SA_Ta_2271,Negative
SA_Ta_2272,Negative
SA_Ta_2273,Mixed_feelings
SA_Ta_2274,unknown_state
SA_Ta_2275,Mixed_feelings
SA_Ta_2276,Mixed_feelings
SA_Ta_2277,unknown_state
SA_Ta_2278,Mixed_feelings
SA_Ta_2279,unknown_state
SA_Ta_2280,Positive
SA_Ta_2281,Positive
SA_Ta_2282,Positive
SA_Ta_2283,Positive
SA_Ta_2284,Positive
SA_Ta_2285,Positive
SA_Ta_2286,Mixed_feelings
SA_Ta_2287,Positive
SA_Ta_2288,Positive
SA_Ta_2289,Positive
SA_Ta_2290,Positive
SA_Ta_2291,Positive
SA_Ta_2292,Positive
SA_Ta_2293,Positive
SA_Ta_2294,Positive
SA_Ta_2295,unknown_state
SA_Ta_2296,unknown_state
SA_Ta_2297,unknown_state
SA_Ta_2298,Positive
SA_Ta_2299,Positive
SA_Ta_2300,Positive
SA_Ta_2301,Negative
SA_Ta_2302,Positive
SA_Ta_2303,Positive
SA_Ta_2304,unknown_state
SA_Ta_2305,Negative
SA_Ta_2306,Positive
SA_Ta_2307,Positive
SA_Ta_2308,Positive
SA_Ta_2309,unknown_state
SA_Ta_2310,Positive
SA_Ta_2311,Mixed_feelings
SA_Ta_2312,Positive
SA_Ta_2313,Mixed_feelings
SA_Ta_2314,unknown_state
SA_Ta_2315,Mixed_feelings
SA_Ta_2316,Positive
SA_Ta_2317,Positive
SA_Ta_2318,Positive
SA_Ta_2319,unknown_state
SA_Ta_2320,Positive
SA_Ta_2321,Negative
SA_Ta_2322,Positive
SA_Ta_2323,Positive
SA_Ta_2324,Positive
SA_Ta_2325,Positive
SA_Ta_2326,Mixed_feelings
SA_Ta_2327,unknown_state
SA_Ta_2328,Mixed_feelings
SA_Ta_2329,Positive
SA_Ta_2330,Negative
SA_Ta_2331,Positive
SA_Ta_2332,Negative
SA_Ta_2333,Mixed_feelings
SA_Ta_2334,Positive
SA_Ta_2335,Negative
SA_Ta_2336,Mixed_feelings
SA_Ta_2337,unknown_state
SA_Ta_2338,Positive
SA_Ta_2339,Negative
SA_Ta_2340,unknown_state
SA_Ta_2341,Mixed_feelings
SA_Ta_2342,Positive
SA_Ta_2343,unknown_state
SA_Ta_2344,Mixed_feelings
SA_Ta_2345,unknown_state
SA_Ta_2346,Negative
SA_Ta_2347,unknown_state
SA_Ta_2348,Positive
SA_Ta_2349,Positive
SA_Ta_2350,Mixed_feelings
SA_Ta_2351,Mixed_feelings
SA_Ta_2352,Mixed_feelings
SA_Ta_2353,Negative
SA_Ta_2354,unknown_state
SA_Ta_2355,Negative
SA_Ta_2356,Negative
SA_Ta_2357,Mixed_feelings
SA_Ta_2358,Mixed_feelings
SA_Ta_2359,Negative
SA_Ta_2360,Positive
SA_Ta_2361,Negative
SA_Ta_2362,Mixed_feelings
SA_Ta_2363,Positive
SA_Ta_2364,Positive
SA_Ta_2365,Negative
SA_Ta_2366,Positive
SA_Ta_2367,Negative
SA_Ta_2368,Mixed_feelings
SA_Ta_2369,Positive
SA_Ta_2370,unknown_state
SA_Ta_2371,unknown_state
SA_Ta_2372,Positive
SA_Ta_2373,Negative
SA_Ta_2374,Positive
SA_Ta_2375,Mixed_feelings
SA_Ta_2376,Mixed_feelings
SA_Ta_2377,Mixed_feelings
SA_Ta_2378,Positive
SA_Ta_2379,Positive
SA_Ta_2380,Negative
SA_Ta_2381,Negative
SA_Ta_2382,unknown_state
SA_Ta_2383,unknown_state
SA_Ta_2384,Mixed_feelings
SA_Ta_2385,Negative
SA_Ta_2386,Negative
SA_Ta_2387,Mixed_feelings
SA_Ta_2388,Positive
SA_Ta_2389,Positive
SA_Ta_2390,Positive
SA_Ta_2391,Positive
SA_Ta_2392,Positive
SA_Ta_2393,Positive
SA_Ta_2394,Positive
SA_Ta_2395,Positive
SA_Ta_2396,Mixed_feelings
SA_Ta_2397,unknown_state
SA_Ta_2398,Positive
SA_Ta_2399,Negative
SA_Ta_2400,Positive
SA_Ta_2401,Negative
SA_Ta_2402,Mixed_feelings
SA_Ta_2403,Mixed_feelings
SA_Ta_2404,Mixed_feelings
SA_Ta_2405,unknown_state
SA_Ta_2406,Positive
SA_Ta_2407,Positive
SA_Ta_2408,Mixed_feelings
SA_Ta_2409,Positive
SA_Ta_2410,Negative
SA_Ta_2411,Mixed_feelings
SA_Ta_2412,Mixed_feelings
SA_Ta_2413,unknown_state
SA_Ta_2414,unknown_state
SA_Ta_2415,Negative
SA_Ta_2416,Negative
SA_Ta_2417,Positive
SA_Ta_2418,unknown_state
SA_Ta_2419,unknown_state
SA_Ta_2420,Negative
SA_Ta_2421,Positive
SA_Ta_2422,Negative
SA_Ta_2423,Positive
SA_Ta_2424,Negative
SA_Ta_2425,unknown_state
SA_Ta_2426,Negative
SA_Ta_2427,Positive
SA_Ta_2428,unknown_state
SA_Ta_2429,Mixed_feelings
SA_Ta_2430,Positive
SA_Ta_2431,Positive
SA_Ta_2432,Negative
SA_Ta_2433,Positive
SA_Ta_2434,Positive
SA_Ta_2435,Negative
SA_Ta_2436,Positive
SA_Ta_2437,Positive
SA_Ta_2438,Positive
SA_Ta_2439,Positive
SA_Ta_2440,unknown_state
SA_Ta_2441,Mixed_feelings
SA_Ta_2442,Mixed_feelings
SA_Ta_2443,Negative
SA_Ta_2444,unknown_state
SA_Ta_2445,unknown_state
SA_Ta_2446,Mixed_feelings
SA_Ta_2447,Positive
SA_Ta_2448,Positive
SA_Ta_2449,Negative
SA_Ta_2450,Mixed_feelings
SA_Ta_2451,Negative
SA_Ta_2452,Mixed_feelings
SA_Ta_2453,unknown_state
SA_Ta_2454,Positive
SA_Ta_2455,unknown_state
SA_Ta_2456,Positive
SA_Ta_2457,Negative
SA_Ta_2458,Positive
SA_Ta_2459,Negative
SA_Ta_2460,Mixed_feelings
SA_Ta_2461,unknown_state
SA_Ta_2462,Positive
SA_Ta_2463,unknown_state
SA_Ta_2464,unknown_state
SA_Ta_2465,Positive
SA_Ta_2466,Positive
SA_Ta_2467,Positive
SA_Ta_2468,Negative
SA_Ta_2469,Positive
SA_Ta_2470,Positive
SA_Ta_2471,Positive
SA_Ta_2472,Positive
SA_Ta_2473,Negative
SA_Ta_2474,Mixed_feelings
SA_Ta_2475,Positive
SA_Ta_2476,Positive
SA_Ta_2477,Positive
SA_Ta_2478,Positive
SA_Ta_2479,unknown_state
SA_Ta_2480,Positive
SA_Ta_2481,Negative
SA_Ta_2482,Positive
SA_Ta_2483,Positive
SA_Ta_2484,unknown_state
SA_Ta_2485,Positive
SA_Ta_2486,Positive
SA_Ta_2487,unknown_state
SA_Ta_2488,Positive
SA_Ta_2489,unknown_state
SA_Ta_2490,unknown_state
SA_Ta_2491,Positive
SA_Ta_2492,Negative
SA_Ta_2493,Mixed_feelings
SA_Ta_2494,Positive
SA_Ta_2495,Mixed_feelings
SA_Ta_2496,Positive
SA_Ta_2497,unknown_state
SA_Ta_2498,unknown_state
SA_Ta_2499,Positive
SA_Ta_2500,Positive
SA_Ta_2501,Positive
SA_Ta_2502,Positive
SA_Ta_2503,Negative
SA_Ta_2504,Mixed_feelings
SA_Ta_2505,Mixed_feelings
SA_Ta_2506,Negative
SA_Ta_2507,Positive
SA_Ta_2508,Negative
SA_Ta_2509,Positive
SA_Ta_2510,Positive
SA_Ta_2511,Positive
SA_Ta_2512,Mixed_feelings
SA_Ta_2513,unknown_state
SA_Ta_2514,Mixed_feelings
SA_Ta_2515,Negative
SA_Ta_2516,Positive
SA_Ta_2517,Mixed_feelings
SA_Ta_2518,unknown_state
SA_Ta_2519,Positive
SA_Ta_2520,Mixed_feelings
SA_Ta_2521,unknown_state
SA_Ta_2522,Negative
SA_Ta_2523,Negative
SA_Ta_2524,Positive
SA_Ta_2525,Positive
SA_Ta_2526,Positive
SA_Ta_2527,Negative
SA_Ta_2528,Mixed_feelings
SA_Ta_2529,Mixed_feelings
SA_Ta_2530,unknown_state
SA_Ta_2531,unknown_state
SA_Ta_2532,unknown_state
SA_Ta_2533,Positive
SA_Ta_2534,Mixed_feelings
SA_Ta_2535,unknown_state
SA_Ta_2536,Positive
SA_Ta_2537,Positive
SA_Ta_2538,Mixed_feelings
SA_Ta_2539,Mixed_feelings
SA_Ta_2540,unknown_state
SA_Ta_2541,Positive
SA_Ta_2542,Mixed_feelings
SA_Ta_2543,Negative
SA_Ta_2544,Negative
SA_Ta_2545,Positive
SA_Ta_2546,Positive
SA_Ta_2547,Negative
SA_Ta_2548,Positive
SA_Ta_2549,Mixed_feelings
SA_Ta_2550,Positive
SA_Ta_2551,Positive
SA_Ta_2552,Positive
SA_Ta_2553,Negative
SA_Ta_2554,Mixed_feelings
SA_Ta_2555,Positive
SA_Ta_2556,Positive
SA_Ta_2557,Positive
SA_Ta_2558,Positive
SA_Ta_2559,Negative
SA_Ta_2560,Positive
SA_Ta_2561,Positive
SA_Ta_2562,Positive
SA_Ta_2563,Mixed_feelings
SA_Ta_2564,unknown_state
SA_Ta_2565,Mixed_feelings
SA_Ta_2566,Negative
SA_Ta_2567,Mixed_feelings
SA_Ta_2568,Mixed_feelings
SA_Ta_2569,Negative
SA_Ta_2570,Positive
SA_Ta_2571,unknown_state
SA_Ta_2572,unknown_state
SA_Ta_2573,Negative
SA_Ta_2574,Negative
SA_Ta_2575,unknown_state
SA_Ta_2576,Positive
SA_Ta_2577,Positive
SA_Ta_2578,Mixed_feelings
SA_Ta_2579,Mixed_feelings
SA_Ta_2580,Positive
SA_Ta_2581,Negative
SA_Ta_2582,Positive
SA_Ta_2583,unknown_state
SA_Ta_2584,Positive
SA_Ta_2585,Positive
SA_Ta_2586,Positive
SA_Ta_2587,Negative
SA_Ta_2588,Mixed_feelings
SA_Ta_2589,Positive
SA_Ta_2590,unknown_state
SA_Ta_2591,unknown_state
SA_Ta_2592,Negative
SA_Ta_2593,Negative
SA_Ta_2594,Positive
SA_Ta_2595,Mixed_feelings
SA_Ta_2596,Mixed_feelings
SA_Ta_2597,Positive
SA_Ta_2598,Negative
SA_Ta_2599,Negative
SA_Ta_2600,Negative
SA_Ta_2601,Positive
SA_Ta_2602,Positive
SA_Ta_2603,unknown_state
SA_Ta_2604,unknown_state
SA_Ta_2605,Positive
SA_Ta_2606,Negative
SA_Ta_2607,unknown_state
SA_Ta_2608,Negative
SA_Ta_2609,unknown_state
SA_Ta_2610,Mixed_feelings
SA_Ta_2611,unknown_state
SA_Ta_2612,Positive
SA_Ta_2613,Positive
SA_Ta_2614,Positive
SA_Ta_2615,Positive
SA_Ta_2616,Positive
SA_Ta_2617,Positive
SA_Ta_2618,Positive
SA_Ta_2619,Negative
SA_Ta_2620,Positive
SA_Ta_2621,Positive
SA_Ta_2622,Mixed_feelings
SA_Ta_2623,Positive
SA_Ta_2624,Positive
SA_Ta_2625,Negative
SA_Ta_2626,Mixed_feelings
SA_Ta_2627,Positive
SA_Ta_2628,Positive
SA_Ta_2629,unknown_state
SA_Ta_2630,Negative
SA_Ta_2631,unknown_state
SA_Ta_2632,Positive
SA_Ta_2633,Positive
SA_Ta_2634,Positive
SA_Ta_2635,unknown_state
SA_Ta_2636,Positive
SA_Ta_2637,Mixed_feelings
SA_Ta_2638,unknown_state
SA_Ta_2639,Negative
SA_Ta_2640,Mixed_feelings
SA_Ta_2641,unknown_state
SA_Ta_2642,unknown_state
SA_Ta_2643,unknown_state
SA_Ta_2644,Positive
SA_Ta_2645,unknown_state
SA_Ta_2646,Mixed_feelings
SA_Ta_2647,Positive
SA_Ta_2648,Positive
SA_Ta_2649,unknown_state
SA_Ta_2650,Mixed_feelings
SA_Ta_2651,Positive
SA_Ta_2652,Mixed_feelings
SA_Ta_2653,Positive
SA_Ta_2654,Positive
SA_Ta_2655,Positive
SA_Ta_2656,unknown_state
SA_Ta_2657,Negative
SA_Ta_2658,Positive
SA_Ta_2659,Positive
SA_Ta_2660,Positive
SA_Ta_2661,Positive
SA_Ta_2662,Positive
SA_Ta_2663,Positive
SA_Ta_2664,Mixed_feelings
SA_Ta_2665,Positive
SA_Ta_2666,Positive
SA_Ta_2667,Positive
SA_Ta_2668,Positive
SA_Ta_2669,Positive
SA_Ta_2670,Positive
SA_Ta_2671,Positive
SA_Ta_2672,Negative
SA_Ta_2673,Positive
SA_Ta_2674,unknown_state
SA_Ta_2675,Positive
SA_Ta_2676,Positive
SA_Ta_2677,Mixed_feelings
SA_Ta_2678,Positive
SA_Ta_2679,Positive
SA_Ta_2680,unknown_state
SA_Ta_2681,Positive
SA_Ta_2682,Positive
SA_Ta_2683,Positive
SA_Ta_2684,Positive
SA_Ta_2685,Negative
SA_Ta_2686,unknown_state
SA_Ta_2687,Mixed_feelings
SA_Ta_2688,Positive
SA_Ta_2689,Positive
SA_Ta_2690,unknown_state
SA_Ta_2691,Mixed_feelings
SA_Ta_2692,Positive
SA_Ta_2693,Negative
SA_Ta_2694,unknown_state
SA_Ta_2695,unknown_state
SA_Ta_2696,Negative
SA_Ta_2697,Negative
SA_Ta_2698,Positive
SA_Ta_2699,Mixed_feelings
SA_Ta_2700,Negative
SA_Ta_2701,unknown_state
SA_Ta_2702,Positive
SA_Ta_2703,Negative
SA_Ta_2704,Positive
SA_Ta_2705,Positive
SA_Ta_2706,Positive
SA_Ta_2707,Positive
SA_Ta_2708,Positive
SA_Ta_2709,Mixed_feelings
SA_Ta_2710,Positive
SA_Ta_2711,Negative
SA_Ta_2712,unknown_state
SA_Ta_2713,Positive
SA_Ta_2714,Positive
SA_Ta_2715,Positive
SA_Ta_2716,unknown_state
SA_Ta_2717,Negative
SA_Ta_2718,Positive
SA_Ta_2719,Positive
SA_Ta_2720,Positive
SA_Ta_2721,Mixed_feelings
SA_Ta_2722,Positive
SA_Ta_2723,unknown_state
SA_Ta_2724,Mixed_feelings
SA_Ta_2725,Positive
SA_Ta_2726,Mixed_feelings
SA_Ta_2727,Mixed_feelings
SA_Ta_2728,Positive
SA_Ta_2729,Mixed_feelings
SA_Ta_2730,Positive
SA_Ta_2731,Positive
SA_Ta_2732,Mixed_feelings
SA_Ta_2733,Positive
SA_Ta_2734,unknown_state
SA_Ta_2735,Positive
SA_Ta_2736,Mixed_feelings
SA_Ta_2737,Mixed_feelings
SA_Ta_2738,Positive
SA_Ta_2739,Positive
SA_Ta_2740,unknown_state
SA_Ta_2741,Mixed_feelings
SA_Ta_2742,Mixed_feelings
SA_Ta_2743,Mixed_feelings
SA_Ta_2744,Positive
SA_Ta_2745,Positive
SA_Ta_2746,Mixed_feelings
SA_Ta_2747,Positive
SA_Ta_2748,Mixed_feelings
SA_Ta_2749,Positive
SA_Ta_2750,Negative
SA_Ta_2751,Mixed_feelings
SA_Ta_2752,Positive
SA_Ta_2753,Negative
SA_Ta_2754,Positive
SA_Ta_2755,Mixed_feelings
SA_Ta_2756,Positive
SA_Ta_2757,Mixed_feelings
SA_Ta_2758,Negative
SA_Ta_2759,Negative
SA_Ta_2760,Mixed_feelings
SA_Ta_2761,Negative
SA_Ta_2762,Negative
SA_Ta_2763,Positive
SA_Ta_2764,Negative
SA_Ta_2765,unknown_state
SA_Ta_2766,Negative
SA_Ta_2767,Positive
SA_Ta_2768,Positive
SA_Ta_2769,Positive
SA_Ta_2770,unknown_state
SA_Ta_2771,Mixed_feelings
SA_Ta_2772,Negative
SA_Ta_2773,Mixed_feelings
SA_Ta_2774,Positive
SA_Ta_2775,Mixed_feelings
SA_Ta_2776,Negative
SA_Ta_2777,Positive
SA_Ta_2778,Positive
SA_Ta_2779,Mixed_feelings
SA_Ta_2780,Mixed_feelings
SA_Ta_2781,Negative
SA_Ta_2782,unknown_state
SA_Ta_2783,unknown_state
SA_Ta_2784,Negative
